,AZ-10_S135,AZ-11_S136,AZ-12_S137,AZ-13_S138,AZ-14_S139,Az-15_S140,AZ-16_S141,AZ-17_S142,AZ-18_S143,AZ-19_S144,AZ-2_S145,AZ-20_S146,AZ-21_S147,AZ-22_S148,AZ-23_S149,AZ-24_S150,AZ-25_S151,AZ-3_S152,AZ-4_S153,AZ-5_S154,AZ-6_S155,AZ-7_S156,AZ-9_S157,ML-8_S158,AZ-10-RS_S292,AZ-11-RS_S293,AZ-12-RS_S294,AZ-13-RS_S295,AZ-14-RS_S296,AZ-15-RS_S297,AZ-16-RS_S298,AZ-17-RS_S299,AZ-18-RS_S300,AZ-19-RS_S301,AZ-2-RS_S302,AZ-23-RS_S303,AZ-24-RS_S304,AZ-25-RS_S305,AZ-6-RS_S306,AZ-7-RS_S307,AZ-8-RS_S308,AZ-9-RS_S309,AZ-10-SAL_S310,AZ-11-SAL_S311,AZ-12-SAL_S312,AZ-13-SAL_S313,AZ-14-SAL_S314,AZ-15-SAL_S315,AZ-16-SAL_S316,AZ-17-SAL_S317,AZ-18-SAL_S318,AZ-19-SAL_S319,AZ-2-SAL_S320,AZ-20-SAL_S321,AZ-21-SAL_S322,AZ-22-SAL_S323,AZ-23-SAL_S324,AZ-24-SAL_S325,AZ-25-SAL_S326,AZ-3-SAL_S327,AZ-4-SAL_S328,AZ-5-SAL_S329,AZ-6-SAL_S330,AZ-7-SAL_S331,AZ-8-SAL_S332,AZ-9-SAL_S333,Species
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182085955281832,0.00285812278495484,0.00597025597025597,0,0.00198908317143121,0,0.00075046904315197,0,0.00456026058631922,0.00549190153605977,0.00219554516803003,0.00270893950035116,0.00291341335508682,0.00094165125273247,0.00252806900141274,0.00162859081655734,0.00209492839722344,0.000924214417744917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorea formicigenerans
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128043900765977,0.0196625196625197,0,0.0136460357109816,0,0.00542005420054201,0,0,0.0114298458364696,0.0134565671588937,0.0154509882612622,0.0147127374431884,0.025121910206827,0.0119711502713956,0.0119882379552138,0.0137890063160528,0.00808687615526802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorea NA
172,5.78753942761235e-05,0.00391583178177734,0.00139716840536513,0.0009151794999792,0.000699458483754513,0.00179825603094358,0.000239469973126147,0.00166740933461743,0.000943142010239828,0.00345364664454527,0.000166680556713059,0.000992649031496486,0.0148350830169012,0.00205401293267402,0,0.0013113894170874,0.000737754139143862,0.00104675505931612,0.00207357192702622,0.000887066569417887,0.00159762638365856,0.00256666576608219,0.00275347670001046,0.000430096645246167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132585415604284,0.000324191143097971,0,0.000648228176318064,0.000944801773320251,0.000920870880747221,0.00616732213085449,0,0.000912200684150513,0.00165425971877585,0.00234192037470726,0.00400684094795993,0.0023101996898636,0,0.000617665225447807,0,0.00109560604313228,0.00110794555239,0,0,0.00070761392584206,0.00433041915189149,0.0019228219069089,Eikenella NA
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113803722051145,0.0373461377234099,0.0202345202345202,0,0.0303450828013692,0,0.000416927246195539,0.0592245419684704,0.0137676438653637,0.00262050124055644,0.00669287156060767,0.0136450285943614,0.0128772870294837,0.0112998150327896,0.00137556695665105,0.00610721556209002,0.019698580451504,0.005262887656603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erysipelotrichaceae UCG-003 NA
187,0.000463003154208988,0.000472855158554245,0.000535581222056632,0.00399351054536378,0.000338447653429603,0.00817697553693211,0,0.00125055700096307,0,0.00148980835647051,0,0.000724365509470408,0,0.000557880055788006,0,0.000896116101676393,0,0.00059814574818064,0,0.000788503617260344,0.0015748031496063,0.000189122740658687,0.000313687218988533,0.00918382836613874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676411133571762,0.000509943906170321,0,0.00167195157105794,0,0.00425160797994113,0,0.000580979621022524,0,0.00228050171037628,0,0.000920040147206424,0,0.00110762998829077,0.000545791944110905,0,0,0.000576634759543305,0,0,0.000296897421940719,0.000495329748089442,0.00735354195604216,0,F0058 NA
188,0,0,0.000395864381520119,0.0162652356587212,0.00157942238267148,0.00159467987649713,0.00526833940877524,0.00221362963388866,0,0.00555292205593553,0.00144456482484652,0.000509738691849547,0.00174968356786539,0.000152149106124002,0,0.000458986295980591,0.000137256584026765,0.00446117037184727,0,0,0.000433641446993039,0.0100505227892902,0.0118504060506779,0.00450336487375399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000484446710861805,0.000713220514815535,0.00322859613721534,0.00138906037782442,0.00341582179585014,0.00180885351575347,0,0,0,0.00206782464846981,0.000920040147206424,0.000537503053994625,0,0,0,0,0.00345980855725983,0,0,0.000791726458508585,0.00559015001415228,0.00416700710842389,0.00159130088847633,F0332 NA
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684428973088767,0.00960329255744827,0.0438295438295438,0.00258781605294417,0.046997872143584,0.0583216456287985,0.0393996247654784,0.00185924003563543,0.0386536373507058,0.012015276964679,0.0585714791600269,0.101660479582623,0.011274909684186,0.0753321002185976,0.0202617294966168,0.0247907713187062,0.0225126633731474,0.0613575682891764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faecalibacterium NA
190,0,0,0,0,0,0,0.000106431099167177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243978948102192,0,0.0454679341277279,0.136580160817042,0.0463320463320463,0.094009842185644,0.0677213433250069,0.0137135733208664,0.0403585574317282,0.0166169578184917,0.01185667752443,0.0296339661565053,0.0669995396437551,0.055232266479382,0.049965039039739,0.0315789473684211,0.0558777604282846,0.123750282741461,0.103745857044588,0.0513965906757034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faecalibacterium prausnitzii
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330017910902786,0.0243457743457743,0,0.0432972522897585,0,0.00150093808630394,0,0,0.0385548214435059,0.00400155812882892,0.00928062606601786,0.0280853047430369,0.0103917941819405,0.0192207599077998,0.0347206514363266,0.0273591395159777,0.0113729718628055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fusicatenibacter NA
203,0.0210377058193709,0.0336761533232852,0.0221451192250373,0.0337784433628687,0.0373871841155235,0.0926271502731313,0.0194236755980097,0.071411117020512,0.00181891673403395,0.0873908038193269,0.0332249909714698,0.0225089874979879,0.0246817064998883,0.0214530239634842,0.0335164835164835,0.0539855310034315,0.0107746418461011,0.0124613697537633,0.0384408334164091,0.0477044688442508,0.0497090037658336,0.0279091130143463,0.0207382105886863,0.109320447300511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105349090343648,0,0,0.00190256558085904,0,0.000363385297430866,0,0.00536288880943868,0,0.00900798175598632,0,0,0,0,0.000873267110577448,0.00172946263125386,0,0.00115326951908661,0,0,0.000989658073135732,0.00169827342202095,0.0216520957594575,0,Fusobacterium NA
204,0.0247996064473189,0.0246623518633449,0.00640368852459016,0.0234202753858314,0.0123420577617329,0.0193566993519492,0.0410291887289466,0.0231568658454197,0.00114524386957693,0.0392090471998375,0.015417951495958,0.0365938724043569,0.0185019730474276,0.0104982883225561,0.014010989010989,0.0408934933228422,0.00360298533070258,0.0305552786362277,0.0127405044362476,0.0335902540952907,0.0296473810338925,0.0236133250479561,0.0248161444355373,0.0380256034002935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178432592131861,0.00604283528811831,0.00087531608636452,0.00841741135773998,0.00154340041980491,0.00167157236818198,0.00236795369335,0.00531819806936003,0.0002940599882376,0.0176738882554162,0.00310173697270471,0.0118768819003011,0,0.000569638279692395,0.000927846304988538,0.0086473131562693,0.000117393856388182,0.00334448160535117,0.00237416904083571,0,0.00217724776089861,0.0119586753467308,0,0.00430977323962339,Fusobacterium nucleatum
205,0,0.000339864645210864,0,0.00199675527268189,0.00121841155234657,0.000695551861025345,0,0.000416852333654358,0,0,0.000722282412423258,0,0.00288511652148016,0.00213008748573602,0.00270800627943485,0.00533298362948878,0.000188727803036802,0.00251719669026019,0,0.0034299907350825,0.00276161132032409,0.000486315618836625,0.00104562406329511,0.0203663411425391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fusobacterium periodonticum
208,0.00248864195387331,0.00211307148978928,0,0.00349432172719331,0,0.00245987853289451,0.00111752654125535,0,0.000359292194377077,0,0,0,0.0225597498324771,0.00291619120071003,0.00890894819466248,0.00437129805695801,0.000703439993137171,0.0199132688665138,0,0.0039030929054387,0,0.00737578688568881,0,0.00204928401558468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000932980873892085,0.00152983171851096,0.000259352914478376,0.00201787258575958,0.000771700209902457,0.00199861913586976,0,0.00621201287093314,0,0,0.00134408602150538,0.00125460020073603,0.00293183483997068,0.00702553878287288,0.00218316777644362,0.00111179740580605,0,0.00144158689885826,0.00142450142450142,0,0.00103914097679252,0.0012029436739315,0.00228776860854645,0.00179021349953587,Gemella morbillorum
209,0.0110542003067396,0.0287259508821704,0.0100596125186289,0.0128125129997088,0.0235785198555957,0.0153869643402436,0.0161243115238273,0.0319826359441705,0.00134734572891404,0.0114782962009887,0.00844514820679501,0.00477544669206417,0.00802248529521257,0.0325091923418283,0.0178963893249608,0.0488055428059362,0.0349318006348117,0.0260941082643804,0.00636028312232081,0.0330383015632084,0.0272965879265092,0.044092616107854,0.0168694015544944,0.044477053078986,0,0.000228649822796387,0,0.000127269641948074,0.000231288740864095,0.000194795075580489,0,0.000658480845954216,0,0,0,0.000200662185211197,0,0,0.000371774853148933,0,0,0.000128363113575683,0.0186207432747629,0.0351096379398266,0.0229203138170265,0.094321130008648,0.0925114211631066,0.0513100039972383,0.0537065052950076,0.0518859492313193,0.00911585963536561,0.053363740022805,0.000620347394540943,0.0198226831716293,0.0603469337893965,0.0419317066995791,0.0742277043990831,0.0785670166769611,0.0532576795147721,0.088974743397532,0.01551123773346,0.0239422346085635,0.055173437577317,0.0155675063685253,0.0250837486722771,0.0473412014321708,Gemella NA
214,0.0037040252336719,0.00127079823861453,0.00242175856929955,0,0,0.000610728463339328,0,0.00255861087553364,0.00451360819186203,0,0,0,0.00104236467872832,0.000836820083682008,0.00345368916797488,0.00249163989246607,0.00248777558548512,0.00194397368158708,0.00173462266972386,0.00193183386228784,0.00223667693712199,0.00291789371301975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gordonii
215,0.00280695662239199,0.00233472234536159,0.00114102086438152,0.00295353384084197,0.000744584837545126,0,0.00130378096479791,0.00169615777142118,0.00285188179286805,0.00169296404144376,0.000527821762924688,0.00343402908193379,0,0.00149613287688602,0.00247252747252747,0.00172666273249842,0,0,0.00117635330475526,0.000512527351219224,0.00141504051124044,0.00189122740658687,0.00230037293924924,0.00139148914638466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gracilis
216,0.00671354573603033,0.0186334485917782,0.00512295081967213,0.0100669744997712,0.0195171480144404,0.0315373392596614,0.0163371737221616,0.00832267245468528,0.00783706098985,0.0138823051398388,0.0138344862071839,0.0118044749691474,0.0432767478222024,0.0519589197413465,0.0122841444270016,0.0710773064061373,0.0334734494295273,0.0151031801415612,0.0492872096500847,0.0277159021467011,0.0549583475978546,0.0400940210196417,0.0107002195810533,0.0137124930425543,0,0,0.000393250393250393,0.000169692855930765,0.000508835229901008,0,0,0,0.000825190010857763,0,0.000106236056517582,0.000175579412059797,5.82682671017364e-05,0.000437195224482933,0.00044612982377872,0,0,0,0,0,0,0.00386278466416835,0.00138906037782442,0,0,0.00384340364676439,0,0,0,0,0,0,0.000927846304988538,0,0,0,0,0,0,0,0,0,Granulicatella NA
217,0.00222820267963076,0.000694506014126548,0.00195603576751118,0.000124797204542618,0.00243682310469314,0.00249380789196892,0.0031929329750153,0.00494473113024479,0.00554657325069613,0.0045032843502404,0,0.00289746203788163,0.000260591169682079,0.00230759477621402,0,0.00124581994623303,0.00106373852620743,0.00236766025321503,0.0032698634233875,0.00116304283545901,0,0.00283684110988031,0.00414764211773727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,granulosa
220,0.000954944005556038,0.00257114992463871,0.0124347988077496,0.00207995340904364,0.00674638989169675,0.00790554066433685,0.00452332171460501,0.00094869841452371,0.000179646097188539,0.00226857181553464,0,0.00123410420131995,0.0247375474648202,0.00286547483200203,0.00121664050235479,0.0331562957620265,0.00857853650167281,0.00144551889143655,0.0104675505931612,0.010309684795679,0.00458747004450531,0.00524140166968363,0.00285803910633997,0.00161918737033851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361530088633183,0.00249872514023457,0.0122220060947935,0.00922456039204382,0.00975429065316706,0.0148987971946655,0.000624876669078471,0.002726135144798,0.0018133699274652,0.00501710376282782,0,0.00518568082970893,0.027803567065722,0.0093673850438305,0.014463486518939,0.00247066090179123,0.0102523967912346,0.00219121208626456,0.00838873061095283,0.00215353432987079,0.0242466227918254,0.00169827342202095,0.00408530108669009,0.00609998673915926,Haemophilus haemolyticus
222,0.000810255519865729,0,0.00195603576751118,0.00262074129539498,0.00313628158844765,0.00215451430122485,0.00327275629939068,0.00133680231137432,0.00222312045270817,0,0.00127788426813346,0,0.0062355744173926,0,0,0.0245448385898192,0.0271081753452861,0,0.00133585883760343,0.00145873169193164,0.00677850051352277,0.00307999891929862,0.00209124812659022,0.00227698223953853,0,0.000800274379787356,0,0,0.000370061985382552,0,0,0,0,0,0.000389532207231134,0,0,0,0,0.000294051119656186,0,0.000513452454302732,0.000777484061576738,0,0,0,0.00120385232744783,0,0,0,0,0,0,0,0,0,0,0.00185299567634342,0,0,0,0,0.00529467069127616,0,0.00351335893455348,0.00106086725898422,Haemophilus NA
223,0,0.00607323344268109,0.0101527570789866,0.000582386954532219,0.0145081227436823,0.00530994469514471,0.0132240640715217,0.00355043194526298,0.00125752268031977,0.00667027832328841,0.0373920048892963,0.00214626817620862,0.0218896582532946,0.00215544567009002,0.00769230769230769,0.0100758420212882,0.0311400875010723,0.00219320107666235,0.00179443724454192,0.0082398628003706,0.0118680817071779,0.00340420933185637,0.0110836150709282,0.00166978697566159,0.000160664078189851,0.00243893144316147,0.001001001001001,0,0,0.000973975377902447,0,0,0,0,0,0.000300993277816795,0.000291341335508682,0,0,0,0.00109436558063911,0.00141199424933251,0.00143834551391696,0.0121621621621622,0.0203267846722428,0.0351109829922168,0.00756266205704408,0.0222755187325121,0.046043544037361,0.0111279942795853,0.00558713977651441,0.0015963511972634,0.0261579818031431,0.00146370023419204,0.0122159784998778,0.00531662394379569,0.0233598952079467,0.0126003705991353,0.036900802191352,0.00945681005651021,0.00269072491294714,0.00291360526982518,0.0127665891434509,0.00863288989527314,0.00367677097802108,0.0248640763824426,Haemophilus parainfluenzae
225,0,0.000310311197801223,0,0,0,0,0.00170289758667483,0,0,0,0.00222240742284079,0,0.00189859280768372,0,0,0.000502699276550172,0.000514712190100369,0.00022430465556774,0,0.000177413313883577,0,0.00502526139464512,0.00111533233418145,0.00308657592470779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254971953085161,0,0.00328624963966561,0.000308680083960983,0.00192594207638359,0.00309149509965138,0,0,0,0.00279156327543424,0,0.00141705350598583,0.000474698566410329,0.000818687916166357,0,0.00164351398943455,0.00259485641794487,0,0,0,0.00141522785168412,0.00253288667374786,0.00424346903593688,Haemophilus sputorum
226,0.00208351419394045,0.00319177232024116,0.00104787630402385,0.004575897499896,0.00381317689530686,0.00105181013130662,0.00234148418167789,0.00169615777142118,0,0.00274260174713889,0,0,0,0.000938252821098009,0.00627943485086342,0,0,0,0,0,0.00356042451215337,0.00145894685650987,0.00397337144052142,0.00136618934372312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hofstadii
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090473212424432,0,0,0.0359343202029495,0.0129253868763058,0.0240292966790408,0,0,0.0119711502713956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holdemanella NA
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508769580934529,0.00072405777218856,0.0111897611897612,0.000466655353809605,0.000277546489036914,0.000506467196509272,0.00275171982489056,0.00735949180772359,0.000434310532030402,0.00287140029550333,0.00910088884167286,5.01655463027992e-05,0.00413704696422328,0.000437195224482933,0.00520484794408506,0.00305360778104501,0.00125070352073041,0.011090573012939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Incertae Sedis NA
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267773463649752,0.0071262528104874,0.00189475189475189,0.000890887493636518,0.0210935331668054,0.00654511453950444,0.0538670002084636,0.0121625285664485,0.00343105320304017,0.00769423768503805,0.0264527780728779,0.00163038025484098,0.00416618109777415,0.00201782411299815,0.0129749423748978,0.0127799140465958,0.00165718216496779,0.0101406859724789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intestinibacter NA
243,0.000723442428451544,0.00236427579277123,0.00218889716840537,0.00852780897707891,0.00282039711191336,0.0134699555525396,0.00207540643375994,0.00403915537092671,0,0.00646712263831516,0.00286134955690752,0.000482910339646939,0.000819000819000819,0.00357550399391404,0.00380690737833595,0.0063820951631587,0,0.000722759445718273,0.00340943076462965,0.0066431429754184,0.00123245463882232,0.00181017480344744,0.000871353386079258,0.0119921064615696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738609858497901,0.00119836817950025,0,0.00172960507350822,0.000679096184714162,0.00446963915839965,0,0.00174293886306757,0,0,0.00423904052936311,0.00112914018066243,0,0.0142409569923099,0.00158279663792162,0.00172946263125386,0,0.0013262599469496,0.000633111744222855,0.000380035469977198,0.000940175169478945,0.00035380696292103,0.00343165291281967,0.00053043362949211,Johnsonella NA
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505364640024879,0.00219275879653238,0.00184788951565843,0.000864802536754108,0.000648228176318064,0.00130818707075112,0.00266394790501875,0.0117983553807651,0.00445990982160361,0,0,0.000836400133824021,0.00161250916198387,0.00357606253362448,0.00125532147145508,0.00506485484867202,0.00328702797886911,0,0.0129787907565685,0.000633392449961996,0.000544311940224652,0,0.00212435656507885,0.00179021349953587,Kingella denitrificans
245,0.00616372949040715,0.0165351538256938,0.0128306631892697,0.00328632638628895,0.00365523465703971,0.0019339734672412,0.0041242050927281,0.0105219278701721,0.0109584119285009,0.00558678133676441,0.00338917131983221,0.00319257391211032,0.00904623631896359,0.0099150500824141,0.00792778649921507,0.00159552379078968,0.0134854593806297,0.00179443724454192,0.0080350912172266,0.000591377712945258,0.00677850051352277,0.00253964823170237,0.00620403610888432,0.000379497039923089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331463539010709,0.0011022498865331,0.00276736811761315,0.000370416100753179,0.00174424942766816,0.00187463000723541,0.00116195924204505,0.000833169966673201,0,0,0.00585480093676815,0.000879550451991205,0.00794328934459951,0.000709529527344176,0,0,0.000576634759543305,0.00174105729661285,0,0.00272155970112326,0,0,0.0014586924811033,Kingella NA
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156663038407713,0.00515043345232024,0.00304739674512092,0.000980109541654655,0.00608099765403136,0.000290708237944693,0.0103597974084062,0.00902752949588845,0.00759654969613801,0.00182440136830103,0.00299834574028122,0.00301104048176648,0.00346933789396531,0.01439918984778,0.00720445366226394,0.00148239654107474,0.00254353355507728,0.0028255103217622,0.00427350427350427,0,0.00153397001336038,0.00106142088876309,0.00179753247814364,0.0029173849622066,Kingella oralis
251,0.0199959487224007,0.0130478470313562,0.00475037257824143,0.0184283872041266,0.0114169675090253,0.0147253418382927,0.0013569965143815,0.016702841782978,0.0116320847929579,0.0088711315771653,0.0157513126093841,0.00759242367333798,0.00253145707691162,0.0144795232661341,0.0143642072213501,0.00677551198828492,0.000411769752080295,0.0114146146944472,0.00480510417705114,0.00431705730450038,0.0105443341321465,0.00629508551049631,0.00498414136837336,0.00984162323533876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333851656041,0.0068332483426823,0.000745639629125332,0.00778322283078697,0.00321027287319422,0.00774010683527744,0.00263105965927777,0.00719520915266357,0,0.00250855188141391,0.0032051282051282,0.00556206088992974,0.0017102369899829,0.0120573435868224,0.00392970199759852,0.00370599135268684,0.000782625709254549,0.00720793449429132,0,0.00443374714973398,0.00291949131575041,0.00693461647325219,0.00433041915189149,0.0048402068691155,Lachnoanaerobaculum NA
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672111393760878,0.00472542967112534,0.00700700700700701,0.0351688443916511,0.00605976501063928,0.0165965404394577,0.00150093808630394,0.0138668319324476,0.00729641693811075,0.0042374062613253,0.0102694854633663,0.00546804454700512,0.00273860855378161,0.000638977635782748,0.0066919473566808,0.00615245419588328,0.00991182540178851,0.00544259601560895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoclostridium NA
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113562745322206,0.00117975117975118,0,0.00948283837542788,0,0.000875547217010632,0,0.00143322475570033,0.000306654400490647,0,0.012742048760911,0.0095268616711339,0,0.00520484794408506,0.0138430219407374,0.00218873116127822,0.00323475046210721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospira NA
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132997980259899,0.00682825682825683,0,0.0317328152465538,0,0.0107150302272254,0,0.000347448425624321,0.00203507011234702,0.00432026629838167,0.00704825925554329,0.00337955949190071,0,0.00959179121124247,0.00848224383623614,0,0.00652084616964469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae ND3007 group NA
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084348641049672,0.00106703250638314,0,0,0.0148024794153021,0,0.00100062539086929,0,0,0,0,0.00323567773653055,0.0051276075049528,0,0.00107814707413191,0.0120560959059036,0,0.00156602998562333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae NK4A136 group bacterium
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134422278752176,0.00259136465835906,0.0577363077363077,0,0.00235914515681377,0,0.0105899520533667,0.001626835031181,0,0.000752697164840679,0.0334997698218775,0.00243302899568576,0.00189371868080643,0.0267025390953422,0.00416387835526805,0.0247002940511197,0.000906760052529548,0.0161480796878209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae NK4A136 group NA
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380967190172601,0.00362060173380928,0.0159502042404202,0.000461228019602191,0.0070996419311026,0.0453868236491152,0.0215746892060777,0.021540936717912,0.0123505195059792,0.000570125427594071,0.156947890818859,0.00464202074272332,0.00513071096994869,0.00699389221177885,0.0366226394498417,0.0365657813465102,0.0119741733515946,0.0155691385076692,0.130262741373852,0.0305295160881682,0.000692760651195012,0.0130908576280781,0.0112754309992646,0.0407770852672059,Lautropia mirabilis
268,0.000636629337037359,0.000443301711144605,0.00190946348733234,0.000124797204542618,0.00717509025270758,0.00459742815458216,0.00558763270627677,0.00012936796561687,0.000516482529417048,0.00155752691812826,0.0145845487123927,0.000563395396254762,0.00478370932916387,0.00109040192722201,0.010989010989011,0.00277577426616834,0.00277944582654199,0.00102183231980859,0.000319011065696341,0.0057166512251375,0,0.00164806959716856,0.0214004391621066,0.00136618934372312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lautropia NA
271,0.00101281939983216,0.0179832727487661,0.0173947466467958,0.0379799492491368,0.00322653429602888,0.0275506395684186,0.0516722986456643,0.00646839828084348,0.00527710410491332,0.043407598022618,0.000694502319637748,0.00233406664162687,0.00846921301466756,0.00715100798782807,0.0128335949764521,0.0191025725089065,0,0.013533047552587,0.00125610607117934,0.0452995328116068,0.0192628095401118,0.0537648934158269,0.0163465895228469,0.0477660274249861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029544394339916,0.00229474757776645,0.000680801400505738,0.00472758720092246,0,0.00559613358043534,0.00348615404854305,0.000580979621022524,0.0018623799255048,0,0,0.00715122114419538,0.004300024431957,0.0223741257634735,0.00545791944110905,0,0,0,0,0.00278692677983278,0.0010886238804493,0.00622700254741013,0.00596453958656753,0,Leptotrichia buccalis
273,0.0027201435309778,0.0168159115760853,0.00114102086438152,0.0214235201131495,0.0166064981949458,0.00330811250975469,0.00574727935502754,0.00462849832540356,0,0.00890499085799418,0.00761174542322971,0,0.00109820564366019,0.00142005832382401,0.0266091051805338,0.00216379253819422,0.000428926825083641,0.0041122520187419,0,0.00157700723452069,0.00919776332306288,0.00221543781914462,0.0203548150988115,0.0233517178566007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025034986782771,0.00471698113207547,0,0.00835975785528971,0.00157426842820101,0.00254369708201606,0.00943892652765901,0.00366464068644977,0,0,0.00403225806451613,0,0,0.00401911452894079,0.00360222683113197,0,0,0.00149925037481259,0,0,0.00207828195358504,0,0,0.00497281527648853,Leptotrichia hofstadii
